repo,n_items,example_url
pmacosta/peng,11,https://github.com/pmacosta/peng/blob/976935377adaa3de26fc5677aceb2cdfbd6f93a7/docs/support/ptypes.py#L72-L93
ponty/pyscreenshot,1,https://github.com/ponty/pyscreenshot/blob/51010195cbb5361dcd4b414ff132b87244c9e1cb/pyscreenshot/plugins/gdk3pixbuf.py#L33-L63
praekelt/django-analytics,6,https://github.com/praekelt/django-analytics/blob/29c22d03374ccc0ec451650e2c2886d324f6e5c6/analytics/views.py#L33-L41
praekeltfoundation/seed-control-interface,6,https://github.com/praekeltfoundation/seed-control-interface/blob/32ddad88b5bc2f8f4d80b848361899da2e081636/ci/utils.py#L162-L185
prashnts/revisions,2,https://github.com/prashnts/revisions/blob/a3c65d068e09e717df5389e924686da540da6f12/revisions/core.py#L30-L50
profitbricks/profitbricks-sdk-python,1,https://github.com/profitbricks/profitbricks-sdk-python/blob/2c804b141688eccb07d6ae56601d5c60a62abebd/examples/pb_importVM.py#L210-L221
pyblish/pyblish-maya,2,https://github.com/pyblish/pyblish-maya/blob/75db8b5d8de9d53ae95e74195a788b5f6db2cb5f/pyblish_maya/lib.py#L53-L72
pyca/pyopenssl,37,https://github.com/pyca/pyopenssl/blob/1fbe064c50fd030948141d7d630673761525b0d0/src/OpenSSL/SSL.py#L872-L890
pydanny/cookiecutter-django,1,https://github.com/pydanny/cookiecutter-django/blob/bb9b482e96d1966e20745eeea87a8aa10ed1c861/hooks/post_gen_project.py#L107-L129
pydron/anycall,4,https://github.com/pydron/anycall/blob/43add96660258a14b24aa8e8413dffb1741b72d7/anycall/connectionpool.py#L152-L178
python-useful-helpers/advanced-descriptors,5,https://github.com/python-useful-helpers/advanced-descriptors/blob/17ee4a35b3bfcb4adf4ed2f41e75c4c6b71cb003/advanced_descriptors/separate_class_method.py#L151-L160
python/performance,6,https://github.com/python/performance/blob/2a9524c0a5714e85106671bc61d750e800fe17db/performance/benchmarks/bm_nbody.py#L25-L32
pytorch/vision,9,https://github.com/pytorch/vision/blob/3afcf3cd49661c466c75ea536b0b2a7ff57f9a05/torchvision/transforms/transforms.py#L1064-L1089
quantopian/pgcontents,19,https://github.com/quantopian/pgcontents/blob/ed36268b7917332d16868208e1e565742a8753e1/pgcontents/checkpoints.py#L130-L135
quantopian/pyfolio,13,https://github.com/quantopian/pyfolio/blob/712716ab0cdebbec9fabb25eea3bf40e4354749d/pyfolio/risk.py#L45-L74
rabitt/pysox,2,https://github.com/rabitt/pysox/blob/eae89bde74567136ec3f723c3e6b369916d9b837/sox/transform.py#L2262-L2276
racitup/static-ranges,1,https://github.com/racitup/static-ranges/blob/a15c2e2bd6f643279ae046494b8714634dd380a4/static_ranges.py#L91-L107
rackerlabs/timid,9,https://github.com/rackerlabs/timid/blob/b1c6aa159ab380a033740f4aa392cf0d125e0ac6/timid/environment.py#L374-L397
rackerlabs/yoke,3,https://github.com/rackerlabs/yoke/blob/00c01d6217b77f9ce14233a0f3686ac6f7b1c247/examples/api_gateway_with_authorizer/authorizer/src/policy.py#L87-L109
ralphbean/bugwarrior,14,https://github.com/ralphbean/bugwarrior/blob/b2a5108f7b40cb0c437509b64eaa28f941f7ac8b/bugwarrior/config.py#L213-L223
rbarrois/aionotify,6,https://github.com/rbarrois/aionotify/blob/6cfa35b26a2660f77f29a92d3efb7d1dde685b43/aionotify/aioutils.py#L65-L68
rbw/flask-journey,1,https://github.com/rbw/flask-journey/blob/6181f59a7b5eef6a85b86ce6ed7d03c91f6bd285/flask_journey/journey.py#L77-L98
refenv/cijoe,13,https://github.com/refenv/cijoe/blob/21d7b2ed4ff68e0a1457e7df2db27f6334f1a379/modules/cij/runner.py#L322-L337
regebro/pyroma,3,https://github.com/regebro/pyroma/blob/ddde9d90b95477209d88a015e43dcc083138f14a/pyroma/projectdata.py#L141-L172
reingart/gui2py,39,https://github.com/reingart/gui2py/blob/aca0a05f6fcde55c94ad7cc058671a06608b01a4/gui/doc/ext/autosummary/generate.py#L274-L285
respondcreate/django-versatileimagefield,17,https://github.com/respondcreate/django-versatileimagefield/blob/d41e279c39cccffafbe876c67596184704ae8877/versatileimagefield/utils.py#L220-L247
ricobl/django-importer,3,https://github.com/ricobl/django-importer/blob/6967adfa7a286be7aaf59d3f33c6637270bd9df6/django_importer/importers/xml_importer.py#L50-L55
rochapps/django-secure-input,2,https://github.com/rochapps/django-secure-input/blob/6da714475613870f2891b2ccf3317f55b3e81107/secure_input/widgets.py#L11-L15
rocky/python3-trepan,46,https://github.com/rocky/python3-trepan/blob/14e91bc0acce090d67be145b1ac040cab92ac5f3/trepan/debugger.py#L134-L149
rodluger/pysyzygy,2,https://github.com/rodluger/pysyzygy/blob/d2b64251047cc0f0d0adeb6feab4054e7fce4b7a/pysyzygy/plot.py#L30-L55
rollbar/pyrollbar,2,https://github.com/rollbar/pyrollbar/blob/33ef2e723a33d09dd6302f978f4a3908be95b9d2/rollbar/__init__.py#L392-L417
rougeth/bottery,1,https://github.com/rougeth/bottery/blob/1c724b867fa16708d59a3dbba5dd2c3de85147a9/bottery/messenger/engine.py#L51-L67
rsennrich/Bleualign,5,https://github.com/rsennrich/Bleualign/blob/1de181dcc3257d885a2b981f751c0220c0e8958f/bleualign/gale_church.py#L188-L195
rwl/godot,25,https://github.com/rwl/godot/blob/013687c9e8983d2aa2ceebb8a76c5c4f1e37c90f/godot/ui/graph_editor.py#L270-L274
sagemath/sage-package,1,https://github.com/sagemath/sage-package/blob/6e511753fb0667b202f497fc00b763647456a066/sage_package/sphinx.py#L37-L70
saimn/sigal,1,https://github.com/saimn/sigal/blob/912ca39991355d358dc85fd55c7aeabdd7acc386/sigal/gallery.py#L494-L514
sanger-pathogens/Fastaq,5,https://github.com/sanger-pathogens/Fastaq/blob/2c775c846d2491678a9637daa320592e02c26c72/pyfastaq/sequences.py#L297-L321
savoirfairelinux/num2words,4,https://github.com/savoirfairelinux/num2words/blob/f4b2bac098ae8e4850cf2f185f6ff52a5979641f/num2words/base.py#L266-L303
saxix/sample-data-utils,8,https://github.com/saxix/sample-data-utils/blob/769f1b46e60def2675a14bd5872047af6d1ea398/sample_data_utils/people.py#L98-L115
sbneto/s3conf,2,https://github.com/sbneto/s3conf/blob/92fd2973beccc85bb21d3157ff227929e62ed695/s3conf/files.py#L16-L31
scheibler/khard,9,https://github.com/scheibler/khard/blob/0f69430c2680f1ff5f073a977a3c5b753b96cc17/khard/khard.py#L26-L38
schul-cloud/resources-api-v1,1,https://github.com/schul-cloud/resources-api-v1/blob/58b2d7ba13669fa013ef81c0ffcffbf6b3fdb52d/generators/python_client/schul_cloud_resources_api_v1/auth.py#L27-L31
scikit-learn-contrib/categorical-encoding,3,https://github.com/scikit-learn-contrib/categorical-encoding/blob/5e9e803c9131b377af305d5302723ba2415001da/examples/source_data/loaders.py#L7-L28
sendwithus/sendwithus_python,5,https://github.com/sendwithus/sendwithus_python/blob/8ae50d514febd44f7d9be3c838b4d92f99412832/sendwithus/__init__.py#L308-L346
sephii/taxi-zebra,1,https://github.com/sephii/taxi-zebra/blob/36affa22d4167e7ce5a8c7c6eaf5adc4cbfcfb5d/taxi_zebra/backend.py#L63-L72
seporaitis/mysqlparse,1,https://github.com/seporaitis/mysqlparse/blob/c327c5a1d8d6d143b67f789be7dc80357a1a5556/mysqlparse/__init__.py#L11-L29
sergedomk/fiql_parser,3,https://github.com/sergedomk/fiql_parser/blob/499dd7cd0741603530ce5f3803d92813e74ac9c3/fiql_parser/expression.py#L44-L56
sergei-maertens/django-systemjs,1,https://github.com/sergei-maertens/django-systemjs/blob/efd4a3862a39d9771609a25a5556f36023cf6e5c/systemjs/jspm.py#L8-L21
shakefu/pyconfig,4,https://github.com/shakefu/pyconfig/blob/000cb127db51e03cb4070aae6943e956193cbad5/pyconfig/__init__.py#L516-L555
shalabhms/reliable-collections-cli,1,https://github.com/shalabhms/reliable-collections-cli/blob/195d69816fb5a6e1e9ab0ab66b606b1248b4780d/rcctl/rcctl/config.py#L116-L135
shaunduncan/giphypop,11,https://github.com/shaunduncan/giphypop/blob/21e7f51c4f000ae24be3805b7eeec52bcce3d390/giphypop.py#L206-L222
shoebot/shoebot,32,https://github.com/shoebot/shoebot/blob/d554c1765c1899fa25727c9fc6805d221585562b/shoebot/grammar/bot.py#L137-L157
shopkick/flawless,2,https://github.com/shopkick/flawless/blob/c54b63ca1991c153e6f75080536f6df445aacc64/flawless/client/decorators.py#L44-L58
sigmaris/python-gssapi,1,https://github.com/sigmaris/python-gssapi/blob/a8ca577b3ccf9d9fa48f16f4954a1eddd5896236/gssapi/oids.py#L70-L91
singularityhub/sregistry-cli,69,https://github.com/singularityhub/sregistry-cli/blob/abc96140a1d15b5e96d83432e1e0e1f4f8f36331/sregistry/main/base/http.py#L40-L44
six8/polydatum,2,https://github.com/six8/polydatum/blob/c98a498f8e7972218903ec027f6de78089726c1d/src/polydatum/services.py#L16-L29
skioo/django-datatrans-gateway,2,https://github.com/skioo/django-datatrans-gateway/blob/1c4de5b589403e4ec3aadc4ff2fc1eb17b34bcc7/datatrans/gateway/payment_parameters.py#L40-L66
slacy/minimongo,2,https://github.com/slacy/minimongo/blob/29f38994831163b17bc625c82258068f1f90efa5/minimongo/collection.py#L44-L48
sloria/aiohttp_utils,2,https://github.com/sloria/aiohttp_utils/blob/e5b41452f8077e7d749715606b1560f4b50e3d71/aiohttp_utils/negotiation.py#L176-L215
snare/scruffy,7,https://github.com/snare/scruffy/blob/0fedc08cfdb6db927ff93c09f25f24ce5a04c541/scruffy/file.py#L201-L210
snjoetw/py-synology,7,https://github.com/snjoetw/py-synology/blob/4f7eb0a3a9f86c24ad65993802e6fb11fbaa1f7f/synology/api.py#L135-L151
snowplow/snowplow-python-analytics-sdk,3,https://github.com/snowplow/snowplow-python-analytics-sdk/blob/0ddca91e3f6d8bed88627fa557790aa4868bdace/snowplow_analytics_sdk/run_manifests.py#L212-L227
soimort/you-get,10,https://github.com/soimort/you-get/blob/b746ac01c9f39de94cac2d56f665285b0523b974/src/you_get/extractors/veoh.py#L8-L16
solvebio/solvebio-python,19,https://github.com/solvebio/solvebio-python/blob/b29614643043afd19c1d8074e8f25c6700d51a73/solvebio/annotate.py#L39-L64
sophilabs/django-qurl-templatetag,1,https://github.com/sophilabs/django-qurl-templatetag/blob/8a785b112437d05cb54846b79012967fee1cb534/qurl_templatetag/qurl.py#L29-L37
spdx/tools-python,4,https://github.com/spdx/tools-python/blob/301d72f6ae57c832c1da7f6402fa49b192de6810/spdx/parsers/tagvalue.py#L586-L593
spotify/pyschema,4,https://github.com/spotify/pyschema/blob/7e6c3934150bcb040c628d74ace6caf5fcf867df/pyschema/core.py#L589-L628
srevenant/onetimejwt,2,https://github.com/srevenant/onetimejwt/blob/f3ed561253eb4a8e1522c64f59bf64d275e9d315/onetimejwt/__init__.py#L89-L102
ssherar/hook,1,https://github.com/ssherar/hook/blob/54160df554d8b2ed65d762168e5808487e873ed9/hook/model.py#L26-L38
stevelittlefish/littlefish,16,https://github.com/stevelittlefish/littlefish/blob/6deee7f81fab30716c743efe2e94e786c6e17016/littlefish/xmlutil.py#L14-L24
streamlink/streamlink,42,https://github.com/streamlink/streamlink/blob/c8ed1daff14ac03195870238b9b900c1109dd5c1/src/streamlink/plugins/bbciplayer.py#L122-L138
sublee/zeronimo,10,https://github.com/sublee/zeronimo/blob/b216638232932718d2cbc5eabd870c8f5b5e83fb/zeronimo/messaging.py#L90-L100
sundarnagarajan/cffi_utils,7,https://github.com/sundarnagarajan/cffi_utils/blob/1d5ab2d2fcb962372228033106bc23f1d73d31fa/cffi_utils/py2to3.py#L217-L232
susam/ice,2,https://github.com/susam/ice/blob/532e685c504ea96f9e42833594585159ac1d2068/ice.py#L381-L396
swharden/SWHLab,4,https://github.com/swharden/SWHLab/blob/a86c3c65323cec809a4bd4f81919644927094bf5/doc/oldcode/swhlab/core/common.py#L704-L728
synw/gencharts,6,https://github.com/synw/gencharts/blob/fa35604a9445b399bb4f91bc91af488e8e8208fd/gencharts/__init__.py#L179-L221
takluyver/entrypoints,2,https://github.com/takluyver/entrypoints/blob/d7db29fd6136f86498d8c374f531d4c198d66bf6/entrypoints.py#L219-L228
tdryer/hangups,1,https://github.com/tdryer/hangups/blob/85c0bf0a57698d077461283895707260f9dbf931/hangups/ui/__main__.py#L180-L190
tehmaze/diagram,3,https://github.com/tehmaze/diagram/blob/1701526a91c14dc8ebc6452c45c8ec9a563a56db/diagram.py#L179-L212
tek/amino,3,https://github.com/tek/amino/blob/51b314933e047a45587a24ecff02c836706d27ff/amino/string/hues.py#L65-L70
tensorflow/probability,87,https://github.com/tensorflow/probability/blob/e87fe34111d68c35db0f9eeb4935f1ece9e1a8f5/tensorflow_probability/python/internal/assert_util.py#L44-L73
tensorforce/tensorforce,5,https://github.com/tensorforce/tensorforce/blob/520a8d992230e382f08e315ede5fc477f5e26bfb/tensorforce/contrib/game_2048.py#L181-L194
tensorlayer/tensorlayer,3,https://github.com/tensorlayer/tensorlayer/blob/aa9e52e36c7058a7e6fd81d36563ca6850b21956/tensorlayer/layers/convolution/deformable_conv.py#L158-L162
textbook/aslack,2,https://github.com/textbook/aslack/blob/9ac6a44e4464180109fa4be130ad7a980a9d1acc/aslack/slack_bot/bot.py#L104-L136
theduke/django-baseline,6,https://github.com/theduke/django-baseline/blob/7be8b956e53c70b35f34e1783a8fe8f716955afb/django_baseline/models.py#L8-L18
thusoy/pwm,2,https://github.com/thusoy/pwm/blob/fff7d755c34f3a7235a8bf217ffa2ff5aed4926f/pwm/encoding.py#L55-L61
timheap/django-enumchoicefield,2,https://github.com/timheap/django-enumchoicefield/blob/59e230f8eed086c87ac6a9243448d2cd9adfc250/enumchoicefield/fields.py#L51-L59
tjkessler/PyGenetics,6,https://github.com/tjkessler/PyGenetics/blob/b78ee6393605d6e85d2279fb05f3983f5833df40/pygenetics/ga_core.py#L176-L191
tmontaigu/pylas,5,https://github.com/tmontaigu/pylas/blob/8335a1a7d7677f0e4bc391bb6fa3c75b42ed5b06/pylas/point/format.py#L102-L105
tnkteja/myhelp,56,https://github.com/tnkteja/myhelp/blob/fb3a4809d448ad14d5b2e6ddf2e7e89ad52b71cb/virtualEnvironment/lib/python2.7/site-packages/coverage/data.py#L78-L91
tomMoral/loky,5,https://github.com/tomMoral/loky/blob/dc2d941d8285a96f3a5b666a4bd04875b0b25984/loky/backend/utils.py#L119-L138
tomasbasham/dominos,8,https://github.com/tomasbasham/dominos/blob/59729a8bdca0ae30a84115a0e93e9b1f259faf0e/dominos/api.py#L250-L260
tomekwojcik/ForgeryPy,4,https://github.com/tomekwojcik/ForgeryPy/blob/0d1864e86b4362d8d6c215c618e8451d39a7a567/forgery_py/forgery/lorem_ipsum.py#L91-L106
tomv564/pyls-mypy,2,https://github.com/tomv564/pyls-mypy/blob/e488270437ae444865fdf590ddec8943efbf2332/pyls_mypy/plugin.py#L8-L39
tonyfischetti/sake,1,https://github.com/tonyfischetti/sake/blob/b7ad20fe8e7137db99a20ac06b8da26492601b00/sakelib/build.py#L250-L301
tonyseek/flask-navigation,1,https://github.com/tonyseek/flask-navigation/blob/38fa83addcbe62f31516763fbe3c0bbdc793dc96/flask_navigation/item.py#L68-L77
topic2k/pygcgen,4,https://github.com/topic2k/pygcgen/blob/c41701815df2c8c3a57fd5f7b8babe702127c8a1/pygcgen/generator.py#L156-L182
trailofbits/manticore,6,https://github.com/trailofbits/manticore/blob/54c5a15b1119c523ae54c09972413e8b97f11629/manticore/native/cpu/x86.py#L4776-L4797
trec-kba/streamcorpus-pipeline,15,https://github.com/trec-kba/streamcorpus-pipeline/blob/8bb82ea1beb83c6b40ed03fa1659df2897c2292a/streamcorpus_pipeline/_kvlayer.py#L182-L213
treycucco/pyebnf,35,https://github.com/treycucco/pyebnf/blob/3634ddabbe5d73508bcc20f4a591f86a46634e1d/pyebnf/primitive.py#L113-L138
trp07/messages,11,https://github.com/trp07/messages/blob/7789ebc960335a59ea5d319fceed3dd349023648/messages/telegram.py#L163-L190
twaddington/django-gravatar,1,https://github.com/twaddington/django-gravatar/blob/c4849d93ed43b419eceff0ff2de83d4265597629/django_gravatar/templatetags/gravatar.py#L24-L41
ubyssey/dispatch,8,https://github.com/ubyssey/dispatch/blob/8da6084fe61726f20e9cf675190480cfc45ee764/dispatch/api/fields.py#L16-L20
ui/django-thumbnails,4,https://github.com/ui/django-thumbnails/blob/5cef55e7f167060458709ed760dd43981124796a/thumbnails/utils.py#L21-L48
umich-brcf-bioinf/Jacquard,5,https://github.com/umich-brcf-bioinf/Jacquard/blob/83dd61dd2b5e4110468493beec7bc121e6cb3cd1/setup.py#L23-L26
un33k/django-toolware,6,https://github.com/un33k/django-toolware/blob/973f3e003dc38b812897dab88455bee37dcaf931/toolware/templatetags/strings.py#L33-L40
ungarj/mapchete,11,https://github.com/ungarj/mapchete/blob/d482918d0e66a5b414dff6aa7cc854e01fc60ee4/mapchete/config.py#L785-L813
uogbuji/amara3-xml,20,https://github.com/uogbuji/amara3-xml/blob/88c18876418cffc89bb85b4a3193e5002b6b39a6/pylib/uxml/uxpath/ast.py#L135-L157
uploadcare/pyuploadcare,4,https://github.com/uploadcare/pyuploadcare/blob/cefddc0306133a71e37b18e8700df5948ef49b37/pyuploadcare/api_resources.py#L159-L166
urinieto/msaf,16,https://github.com/urinieto/msaf/blob/9dbb57d77a1310465a65cc40f1641d083ca74385/msaf/base.py#L450-L485
urschrei/pyzotero,11,https://github.com/urschrei/pyzotero/blob/b378966b30146a952f7953c23202fb5a1ddf81d9/pyzotero/zotero.py#L1939-L1961
uucidl/uu.xunitgen,2,https://github.com/uucidl/uu.xunitgen/blob/3c74fe60dfd15a528622195577f2aab3027693f0/xunitgen/disk_writing.py#L23-L46
uw-it-aca/uw-restclients-canvas,19,https://github.com/uw-it-aca/uw-restclients-canvas/blob/9845faf33d49a8f06908efc22640c001116d6ea2/uw_canvas/users.py#L61-L75
uw-it-aca/uw-restclients-gws,2,https://github.com/uw-it-aca/uw-restclients-gws/blob/2aa6038d5f83027bae680e52fc38c2ec0cd192c5/uw_gws/__init__.py#L182-L195
vaexio/vaex,50,https://github.com/vaexio/vaex/blob/a45b672f8287afca2ada8e36b74b604b9b28dd85/packages/vaex-ui/vaex/ui/plot_windows.py#L588-L601
vahtras/findifftool,3,https://github.com/vahtras/findifftool/blob/d1b36cc852acc2594c95a4bf7a786d68369802b3/findifftool/core.py#L18-L38
versae/ipython-cypher,1,https://github.com/versae/ipython-cypher/blob/1e88bd8227743e70b78af42e0e713ae8803485e1/src/cypher/run.py#L35-L45
victor-o-silva/db_file_storage,1,https://github.com/victor-o-silva/db_file_storage/blob/ff5375422246c42b8a7bba558f1c3b49bb985f36/db_file_storage/model_utils.py#L39-L46
vingd/encrypted-pickle-python,8,https://github.com/vingd/encrypted-pickle-python/blob/7656233598e02e65971f69e11849a0f288b2b2a5/encryptedpickle/encryptedpickle.py#L344-L360
vinsci/geohash,1,https://github.com/vinsci/geohash/blob/f31e613e1d2cf97c5e99e78dc2a88383c919b2f0/Geohash/geohash.py#L76-L109
vkorn/pyvizio,4,https://github.com/vkorn/pyvizio/blob/7153c9ad544195c867c14f8f03c97dba416c0a7a/custom_components/vizio/media_player.py#L134-L161
voidpp/vcp,2,https://github.com/voidpp/vcp/blob/5538cdb7b43029db9aac9edad823cd87afd89ab5/vcp/project_handler_base.py#L56-L88
voxpupuli/pypuppetdb,1,https://github.com/voxpupuli/pypuppetdb/blob/cedeecf48014b4ad5b8e2513ca8230c814f45603/pypuppetdb/api.py#L655-L680
vpelletier/python-libaio,1,https://github.com/vpelletier/python-libaio/blob/5b5a2fed5418e2bd1ac9197fa46c69dae86c6fe3/libaio/__init__.py#L414-L442
vrtsystems/hszinc,1,https://github.com/vrtsystems/hszinc/blob/d52a7c6b5bc466f3c1a77b71814c8c0776aba995/hszinc/zincparser.py#L154-L192
wagtail/django-modelcluster,4,https://github.com/wagtail/django-modelcluster/blob/bfc8bd755af0ddd49e2aee2f2ca126921573d38b/modelcluster/models.py#L172-L202
wangwenpei/fantasy,1,https://github.com/wangwenpei/fantasy/blob/0fe92059bd868f14da84235beb05b217b1d46e4a/fantasy/utils.py#L14-L26
waqasbhatti/astrobase,10,https://github.com/waqasbhatti/astrobase/blob/2922a14619d183fb28005fa7d02027ac436f2265/astrobase/services/tic.py#L127-L172
wbond/oscrypto,11,https://github.com/wbond/oscrypto/blob/af778bf1c88bf6c4a7342f5353b130686a5bbe1c/oscrypto/_tls.py#L318-L349
welbornprod/fmtblock,1,https://github.com/welbornprod/fmtblock/blob/92a5529235d557170ed21e058e3c5995197facbe/fmtblock/__main__.py#L142-L177
wildfish/argparsetree,1,https://github.com/wildfish/argparsetree/blob/424fb13847c4788cad7084233d008d14e17b901c/argparsetree/cmd.py#L71-L87
willemarcel/osmcha,2,https://github.com/willemarcel/osmcha/blob/9a22ed11834ed20c6b91e7b5685f66880ea09350/osmcha/changeset.py#L79-L94
williballenthin/ida-settings,4,https://github.com/williballenthin/ida-settings/blob/ddfeab5bd0b6f6f177d0d50f8078c585602b1d9e/ida_settings/ida_settings.py#L599-L607
willkg/markus,2,https://github.com/willkg/markus/blob/0cfbe67fb7ccfa7488b0120d21ddc0cdc1f8ed33/markus/backends/logging.py#L212-L217
willthames/ansible-review,2,https://github.com/willthames/ansible-review/blob/c55c8f1d1c009f48c289160a28188ff2f3152486/lib/ansiblereview/vars.py#L7-L38
wimglenn/wimpy,1,https://github.com/wimglenn/wimpy/blob/4e8ebe4e7052d88c9f88ac7dcaa1b587cc2cf86e/wimpy/util.py#L41-L48
worldcompany/djangoembed,3,https://github.com/worldcompany/djangoembed/blob/f3f2be283441d91d1f89db780444dc75f7b51902/oembed/sites.py#L186-L218
wreckage/django-happenings,13,https://github.com/wreckage/django-happenings/blob/7bca5576efa6cd4c4e87356bf9e5b8cd538ae91d/happenings/utils/common.py#L48-L57
xeroc/python-graphenelib,12,https://github.com/xeroc/python-graphenelib/blob/8bb5396bc79998ee424cf3813af478304173f3a6/graphenecommon/amount.py#L159-L166
xmikos/soapy_power,4,https://github.com/xmikos/soapy_power/blob/46e12659b8d08af764dc09a1f31b0e85a68f808f/soapypower/__main__.py#L15-L28
xtuml/pyxtuml,40,https://github.com/xtuml/pyxtuml/blob/7dd9343b9a0191d1db1887ab9288d0a026608d9a/bridgepoint/oal.py#L1634-L1638
yandex/yandex-tank,22,https://github.com/yandex/yandex-tank/blob/d71d63b6ab5de8b8a5ea2b728b6ab9ac0b1ba71b/yandextank/common/util.py#L344-L367
ybrs/single-beat,2,https://github.com/ybrs/single-beat/blob/d036b62d2531710dfd806e9dc2a8d67c77616082/singlebeat/beat.py#L259-L278
yinkaisheng/Python-UIAutomation-for-Windows,2,https://github.com/yinkaisheng/Python-UIAutomation-for-Windows/blob/2cc91060982cc8b777152e698d677cc2989bf263/uiautomation/uiautomation.py#L4489-L4506
yohell/python-tui,2,https://github.com/yohell/python-tui/blob/de2e678e2f00e5940de52c000214dbcb8812a222/tui/__init__.py#L1535-L1548
yougov/openpack,3,https://github.com/yougov/openpack/blob/1412ec34c1bab6ba6c8ae5490c2205d696f13717/openpack/zippack.py#L61-L78
ze-phyr-us/django-libretto,1,https://github.com/ze-phyr-us/django-libretto/blob/b19d8aa21b9579ee91e81967a44d1c40f5588b17/django_libretto/url.py#L6-L31
zenodo/zenodo-accessrequests,14,https://github.com/zenodo/zenodo-accessrequests/blob/ce2cf3f1425d02ba4f3ad3202cfca43a1892558a/zenodo_accessrequests/models.py#L360-L369
zinic/pynsive,2,https://github.com/zinic/pynsive/blob/15bc8b35a91be5817979eb327427b6235b1b411e/pynsive/reflection.py#L114-L136
zloidemon/aiohttp_jrpc,3,https://github.com/zloidemon/aiohttp_jrpc/blob/f2ced214844041aa6f18b6bf6e5abeef7b47735e/aiohttp_jrpc/__init__.py#L62-L77
zomux/deepy,23,https://github.com/zomux/deepy/blob/090fbad22a08a809b12951cd0d4984f5bd432698/deepy/layers/layer.py#L111-L121
zqfang/GSEApy,11,https://github.com/zqfang/GSEApy/blob/673e9ec1391e3b14d3e8a4353117151fd2cb9345/gseapy/parser.py#L225-L229
zsiciarz/pyaavso,1,https://github.com/zsiciarz/pyaavso/blob/d3b9eb17bcecc6652841606802b5713fd6083cc1/pyaavso/parsers/webobs.py#L34-L56
